name,id,imageurl,xdescription,ydescription,height,category,weight,typeofpokemon,weaknesses,evolutions,abilities,genderless,cycles,egg_groups,evolvedfrom,reason,base_exp,classification,percent_male,percent_female,abilities_hidden,capture_rate,base_egg_steps,hp,attack,defense,sp_attack,sp_defense,speed,description,status,total_points,base_friendship,growth_rate,effectiveness
Banette,#354,https://assets.pokemon.com/assets/cms2/img/pokedex/full/354.png,"A cursed energy permeated the stuffing of a discarded and forgotten plush doll, giving it new life as Banette. The Pokémon's energy would escape if it were to ever open its mouth.",Banette generates energy for laying strong curses by sticking pins into its own body. This Pokémon was originally a pitiful plush doll that was thrown away.,"3' 07""",Marionette,27.6 lbs,['Ghost'],"['Dark', 'Ghost']","['#353', '#354']",['Insomnia'],0,25 ,Amorphous ,#353,(Level 37),159,Marionette Pokémon,50,50,Cursed Body,45,6400,64,115,65,83,63,65,"It’s a stuffed toy that was thrown away and became possessed, ever searching for the one who threw it away so it can exact its revenge.",Normal,260,70,Fast,"[100, 100, 100, 100, 100, 100, 200, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100]"
Duskull,#355,https://assets.pokemon.com/assets/cms2/img/pokedex/full/355.png,Duskull wanders lost among the deep darkness of midnight. There is an oft-told admonishment given to misbehaving children that this Pokémon will spirit away bad children who earn scoldings from their mothers.,"Duskull can pass through any wall no matter how thick it may be. Once this Pokémon chooses a target, it will doggedly pursue the intended victim until the break of dawn.","2' 07""",Requiem,33.1 lbs,['Ghost'],"['Dark', 'Ghost']","['#355', '#356', '#477']",['Levitate'],0,25 ,Amorphous ,,,59,Requiem Pokémon,50.2,49.8,Frisk,190,6400,20,40,90,30,90,25,"If it finds bad children who won’t listen to their parents, it will spirit them away—or so it’s said.",Normal,400,70,Fast,"[100, 100, 100, 100, 100, 100, 200, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100]"
Dusclops,#356,https://assets.pokemon.com/assets/cms2/img/pokedex/full/356.png,"Dusclops absorbs anything, however large the object may be. This Pokémon hypnotizes its foe by waving its hands in a macabre manner and by bringing its single eye to bear. The hypnotized foe is made to do Dusclops's bidding.","Dusclops's body is completely hollow—there is nothing at all inside. It is said that its body is like a black hole. This Pokémon will absorb anything into its body, but nothing will ever come back out.","5' 03""",Beckon,67.5 lbs,['Ghost'],"['Dark', 'Ghost']","['#355', '#356', '#477']",['Pressure'],0,25 ,Amorphous ,#355,(Level 37),159,Beckon Pokémon,50.2,49.8,Frisk,90,6400,40,70,130,60,130,25,"Its body is entirely hollow. When it opens its mouth, it sucks everything in as if it were a black hole.",Normal,380,35,Medium Slow,"[0, 100, 100, 100, 100, 100, 0, 50, 100, 100, 0, 100, 100, 100, 100, 100, 100, 200]"
Tropius,#357,https://assets.pokemon.com/assets/cms2/img/pokedex/full/357.png,Children of the southern tropics eat as snacks the fruit that grows in bunches around the neck of Tropius. This Pokémon flies by flapping the leaves on its back as if they were wings.,"The bunches of fruit around Tropius's neck are very popular with children. This Pokémon loves fruit, and eats it continuously. Apparently, its love for fruit resulted in its own outgrowth of fruit.","6' 07""",Fruit,220.5 lbs,"['Grass', 'Flying']","['Ice', 'Fire', 'Flying', 'Poison', 'Rock']",['#357'],['Chlorophyll'],0,25 ,"Grass, Monster ",,,161,Fruit Pokémon,50,50,Harvest,200,6400,99,68,83,72,87,51,The bunches of fruit growing around the necks of Tropius in Alola are especially sweet compared to those in other regions.,Normal,480,35,Medium Slow,"[0, 100, 100, 100, 100, 100, 0, 50, 100, 100, 0, 100, 100, 100, 100, 100, 100, 200]"
Chimecho,#358,https://assets.pokemon.com/assets/cms2/img/pokedex/full/358.png,"In high winds, Chimecho cries as it hangs from a tree branch or the eaves of a building using a suction cup on its head. This Pokémon plucks berries with its long tail and eats them.","Chimecho makes its cries echo inside its hollow body. When this Pokémon becomes enraged, its cries result in ultrasonic waves that have the power to knock foes flying.","2' 00""",Wind Chime,2.2 lbs,['Psychic'],"['Bug', 'Dark', 'Ghost']","['#433', '#358']",['Levitate'],0,25 ,Amorphous ,#433,"(high Friendship, Nighttime)",159,Wind Chime Pokémon,50,50,,45,6400,75,50,80,95,90,65,"Chimecho makes its cries echo inside its hollow body. When this Pokémon becomes enraged, its cries result in ultrasonic waves that have the power to knock foes flying.",Normal,380,70,Fast,"[50, 200, 100, 100, 50, 50, 100, 0, 200, 50, 50, 25, 50, 100, 0, 50, 100, 50]"
Absol,#359,https://assets.pokemon.com/assets/cms2/img/pokedex/full/359.png,"Absol has the ability to foretell the coming of natural disasters. It lives in a harsh, rugged mountain environment. This Pokémon very rarely ventures down from the mountains.","Every time Absol appears before people, it is followed by a disaster such as an earthquake or a tidal wave. As a result, it came to be known as the disaster Pokémon.","3' 11""",Disaster,103.6 lbs,['Dark'],"['Fighting', 'Bug', 'Fairy']",['#359'],['Pressure'],0,25 ,Field ,,,163,Disaster Pokémon,50.2,49.8,Justified,30,6400,65,130,60,75,60,75,"Swift as the wind, Absol races through fields and mountains. Its curved, bow-like horn is acutely sensitive to the warning signs of natural disasters.",Normal,480,70,Fast,"[50, 200, 100, 100, 50, 50, 100, 0, 200, 50, 50, 25, 50, 100, 0, 50, 100, 50]"
Wynaut,#360,https://assets.pokemon.com/assets/cms2/img/pokedex/full/360.png,"Wynaut gather on moonlit nights to play by squeezing up against each other. By being squeezed, this Pokémon gains endurance and is trained to dole out powerful counterattacks.","Wynaut can always be seen with a big, happy smile on its face. Look at its tail to determine if it is angry. When angered, this Pokémon will be slapping the ground with its tail.","2' 00""",Bright,30.9 lbs,['Psychic'],"['Bug', 'Dark', 'Ghost']","['#360', '#202']",['Shadow Tag'],0,20 ,Undiscovered ,,,52,Bright Pokémon,50.2,49.8,Telepathy,125,5120,95,23,48,23,48,23,It tends to move in a pack. Individuals squash against one another to toughen their spirits.,Normal,330,35,Slow,"[25, 100, 200, 100, 100, 50, 400, 0, 400, 25, 50, 50, 50, 100, 50, 100, 100, 50]"
Snorunt,#361,https://assets.pokemon.com/assets/cms2/img/pokedex/full/361.png,Snorunt survives by eating only snow and ice. Old folklore claims that a house visited by this Pokémon is sure to prosper for many generations to come.,"Snorunt live in regions with heavy snowfall. In seasons without snow, such as spring and summer, this Pokémon steals away to live quietly among stalactites and stalagmites deep in caverns.","2' 04""",Snow Hat,37.0 lbs,['Ice'],"['Fire', 'Fighting', 'Rock', 'Steel']","['#361', '#362', '#478']",['Inner Focus'],0,20 ,"Fairy, Mineral ",,,60,Snow Hat Pokémon,50.2,49.8,Moody,190,5120,50,50,50,50,50,50,"It’s said that if they are seen at midnight, they’ll cause heavy snow. They eat snow and ice to survive.",Normal,430,35,Slow,"[25, 100, 200, 100, 100, 50, 400, 0, 400, 25, 50, 50, 50, 100, 50, 100, 100, 50]"
Glalie,#362,https://assets.pokemon.com/assets/cms2/img/pokedex/full/362.png,"Glalie has the ability to freely control ice. For example, it can instantly freeze its prey solid. After immobilizing its prey in ice, this Pokémon enjoys eating it in leisurely fashion.","Glalie has a body made of rock, which it hardens with an armor of ice. This Pokémon has the ability to freeze moisture in the atmosphere into any shape it desires.","4' 11""",Face,565.5 lbs,['Ice'],"['Fire', 'Fighting', 'Rock', 'Steel']","['#361', '#362', '#478']",['Inner Focus'],0,20 ,"Fairy, Mineral ",#361,(Level 42),168,Face Pokémon,50.2,49.8,Moody,75,5120,80,80,80,80,80,80,"It has a body of ice that won’t melt, even with fire. It can instantly freeze moisture in the atmosphere.",Normal,530,35,Slow,"[25, 100, 200, 100, 100, 50, 400, 0, 400, 25, 50, 50, 50, 100, 50, 100, 100, 50]"
Spheal,#363,https://assets.pokemon.com/assets/cms2/img/pokedex/full/363.png,"Spheal always travels by rolling around on its ball-like body. When the season for ice floes arrives, this Pokémon can be seen rolling about on ice and crossing the sea.","Spheal is much faster rolling than walking to get around. When groups of this Pokémon eat, they all clap at once to show their pleasure. Because of this, their mealtimes are noisy.","2' 07""",Clap,87.1 lbs,"['Ice', 'Water']","['Electric', 'Fighting', 'Grass', 'Rock']","['#363', '#364', '#365']",['Thick Fat'],0,20 ,"Field, Water 1 ",,,58,Clap Pokémon,50.2,49.8,Oblivious,255,5120,70,40,50,55,50,25,This Pokémon’s body is covered in blubber and impressively round. It’s faster for Spheal to roll around than walk.,Normal,630,35,Slow,"[50, 150, 100, 100, 50, 50, 150, 0, 150, 50, 50, 50, 50, 100, 50, 100, 50, 50]"
Sealeo,#364,https://assets.pokemon.com/assets/cms2/img/pokedex/full/364.png,"Sealeo often balances and rolls things on the tip of its nose. While the Pokémon is rolling something, it checks the object's aroma and texture to determine whether it likes the object or not.",Sealeo has the habit of always juggling on the tip of its nose anything it sees for the first time. This Pokémon occasionally entertains itself by balancing and rolling a Spheal on its nose.,"3' 07""",Ball Roll,193.1 lbs,"['Ice', 'Water']","['Electric', 'Fighting', 'Grass', 'Rock']","['#363', '#364', '#365']",['Thick Fat'],0,20 ,"Field, Water 1 ",#363,(Level 32),144,Ball Roll Pokémon,50.2,49.8,Oblivious,120,5120,90,60,70,75,70,45,"Sealeo live on top of drift ice. They go swimming when they’re on the hunt, seeking out their prey by scent.",Normal,280,70,Medium Fast,"[100, 100, 100, 100, 100, 100, 50, 100, 100, 200, 100, 100, 50, 200, 100, 100, 100, 200]"
Walrein,#365,https://assets.pokemon.com/assets/cms2/img/pokedex/full/365.png,"Walrein swims all over in frigid seawater while crushing icebergs with its grand, imposing tusks. Its thick layer of blubber makes enemy attacks bounce off harmlessly.",Walrein's two massively developed tusks can totally shatter blocks of ice weighing 10 tons with one blow. This Pokémon's thick coat of blubber insulates it from subzero temperatures.,"4' 07""",Ice Break,332.0 lbs,"['Ice', 'Water']","['Electric', 'Fighting', 'Grass', 'Rock']","['#363', '#364', '#365']",['Thick Fat'],0,20 ,"Field, Water 1 ",#364,(Level 44),239,Ice Break Pokémon,50.2,49.8,Oblivious,45,5120,110,80,90,95,90,65,"Walrein form herds of 20 to 30 individuals. When a threat appears, the herd’s leader will protect the group with its life.",Normal,410,70,Medium Fast,"[100, 100, 100, 100, 100, 100, 50, 100, 100, 200, 100, 100, 50, 200, 100, 100, 100, 200]"
Clamperl,#366,https://assets.pokemon.com/assets/cms2/img/pokedex/full/366.png,"Clamperl grows while being protected by its rock-hard shell. When its body becomes too large to fit inside the shell, it is sure evidence that this Pokémon is getting close to evolution.",Clamperl's sturdy shell is not only good for protection—it is also used for clamping and catching prey. A fully grown Clamperl's shell will be scored with nicks and scratches all over.,"1' 04""",Bivalve,115.7 lbs,['Water'],"['Electric', 'Grass']","['#366', '#367', '#368']",['Shell Armor'],0,20 ,Water 1 ,,,69,Bivalve Pokémon,50,50,Rattled,255,5120,35,64,85,74,55,32,"Despite its appearance, it’s carnivorous. It clamps down on its prey with both sides of its shell and doesn’t let go until they stop moving.",Normal,510,70,Medium Fast,"[100, 100, 100, 100, 100, 100, 50, 100, 100, 200, 100, 100, 50, 200, 100, 100, 100, 200]"
Huntail,#367,https://assets.pokemon.com/assets/cms2/img/pokedex/full/367.png,"Huntail's tail is shaped like a fish. It uses the tail to attract prey, then swallows the prey whole with its large, gaping mouth. This Pokémon swims by wiggling its slender body like a snake.",Huntail's presence went unnoticed by people for a long time because it lives at extreme depths in the sea. This Pokémon's eyes can see clearly even in the murky dark depths of the ocean.,"5' 07""",Deep Sea,59.5 lbs,['Water'],"['Electric', 'Grass']","['#366', '#367', '#368']",['Swift Swim'],0,20 ,Water 1 ,#366,(trade holding Deep Sea Tooth),170,Deep Sea Pokémon,50,50,Water Veil,60,5120,55,104,105,94,75,52,It’s not the strongest swimmer. It wags its tail to lure in its prey and then gulps them down as soon as they get close.,Normal,295,70,Slow,"[100, 100, 100, 50, 100, 100, 100, 100, 200, 50, 100, 100, 100, 100, 100, 100, 50, 100]"
Gorebyss,#368,https://assets.pokemon.com/assets/cms2/img/pokedex/full/368.png,"Although Gorebyss is the very picture of elegance and beauty while swimming, it is also cruel. When it spots prey, this Pokémon inserts its thin mouth into the prey's body and drains the prey of its body fluids.","Gorebyss lives in the southern seas at extreme depths. Its body is built to withstand the enormous pressure of water at incredible depths. Because of this, this Pokémon's body is unharmed by ordinary attacks.","5' 11""",South Sea,49.8 lbs,['Water'],"['Electric', 'Grass']","['#366', '#367', '#368']",['Swift Swim'],0,20 ,Water 1 ,#367,(trade holding Deep Sea Scale),170,South Sea Pokémon,50,50,Hydration,60,5120,55,84,105,114,75,52,The color of its body changes with the water temperature. The coloration of Gorebyss in Alola is almost blindingly vivid.,Normal,475,70,Slow,"[100, 100, 100, 50, 100, 100, 100, 100, 200, 50, 100, 100, 100, 100, 100, 100, 50, 100]"
Relicanth,#369,https://assets.pokemon.com/assets/cms2/img/pokedex/full/369.png,Relicanth is a rare species that was discovered in deep-sea explorations. This Pokémon's body withstands the enormous water pressure of the ocean depths. Its body is covered in tough scales that are like craggy rocks.,Relicanth is a Pokémon species that existed for a hundred million years without ever changing its form. This ancient Pokémon feeds on microscopic organisms with its toothless mouth.,"3' 03""",Longevity,51.6 lbs,"['Water', 'Rock']","['Grass', 'Electric', 'Fighting', 'Ground']",['#369'],['Rock Head'],0,40 ,"Water 1, Water 2 ",,,170,Longevity Pokémon,88.14,11.86,Sturdy,25,10240,100,90,130,45,65,55,Rock-hard scales and oil-filled swim bladders allow this Pokémon to survive the intense water pressure of the deep sea.,Normal,575,70,Slow,"[100, 100, 100, 0, 100, 100, 100, 100, 200, 50, 100, 100, 100, 100, 100, 100, 50, 100]"
Luvdisc,#370,https://assets.pokemon.com/assets/cms2/img/pokedex/full/370.png,Luvdisc's heart-shaped body is a symbol of love and romance. It is said that any couple meeting this Pokémon is promised a loving relationship that never ends.,Luvdisc live in shallow seas in the tropics. This heart-shaped Pokémon earned its name by swimming after loving couples it spotted in the ocean's waves.,"2' 00""",Rendezvous,19.2 lbs,['Water'],"['Electric', 'Grass']",['#370'],['Swift Swim'],0,20 ,Water 2 ,,,116,Rendezvous Pokémon,24.6,75.4,Hydration,225,5120,43,30,55,40,65,97,There was an era when it was overfished due to the rumor that having one of its heart-shaped scales would enable you to find a sweetheart.,Normal,405,70,Medium Fast,"[100, 100, 100, 50, 100, 100, 100, 100, 200, 50, 100, 100, 100, 100, 100, 100, 50, 100]"
Bagon,#371,https://assets.pokemon.com/assets/cms2/img/pokedex/full/371.png,"Bagon harbors a never-ending dream of one day soaring high among the clouds. As if trying to dispel its frustration over its inability to fly, this Pokémon slams its hard head against huge rocks and shatters them into pebbles.","Bagon has a dream of one day soaring in the sky. In doomed efforts to fly, this Pokémon hurls itself off cliffs. As a result of its dives, its head has grown tough and as hard as tempered steel.","2' 00""",Rock Head,92.8 lbs,['Dragon'],"['Dragon', 'Ice', 'Fairy']","['#371', '#372', '#373']",['Rock Head'],0,40 ,Dragon ,,,60,Rock Head Pokémon,50.2,49.8,Sheer Force,45,10240,45,75,60,40,30,50,"Bagon jumps off cliffs every day, trying to grow stronger so that someday it will be able to fly.",Normal,405,70,Medium Fast,"[100, 100, 100, 50, 100, 100, 100, 100, 200, 50, 100, 100, 100, 100, 100, 100, 50, 100]"
Shelgon,#372,https://assets.pokemon.com/assets/cms2/img/pokedex/full/372.png,"Covering Shelgon's body are outgrowths much like bones. The shell is very hard and bounces off enemy attacks. When awaiting evolution, this Pokémon hides away in a cavern.","Inside Shelgon's armor-like shell, cells are in the midst of transformation to create an entirely new body. This Pokémon's shell is extremely heavy, making its movements sluggish.","3' 07""",Endurance,243.6 lbs,['Dragon'],"['Dragon', 'Ice', 'Fairy']","['#371', '#372', '#373']",['Rock Head'],0,40 ,Dragon ,#371,(Level 30),147,Endurance Pokémon,50.2,49.8,Overcoat,45,10240,65,95,100,60,50,50,This Pokémon has covered its body in a hard shell that has the same composition as bone. Shelgon stores energy for evolution.,Normal,430,70,Erratic,"[100, 200, 100, 100, 50, 100, 50, 100, 50, 200, 100, 100, 200, 100, 100, 100, 100, 100]"
Salamence,#373,https://assets.pokemon.com/assets/cms2/img/pokedex/full/373.png,"By evolving into Salamence, this Pokémon finally realizes its long-held dream of growing wings. To express its joy, it flies and wheels all over the sky while spouting flames from its mouth.","Salamence came about as a result of a strong, long-held dream of growing wings. It is said that this powerful desire triggered a sudden mutation in this Pokémon's cells, causing it to sprout its magnificent wings.","4' 11""",Dragon,226.2 lbs,"['Dragon', 'Flying']","['Ice', 'Dragon', 'Rock', 'Fairy']","['#371', '#372', '#373']",['Intimidate'],0,40 ,Dragon ,#372,(Level 50),270,Dragon Pokémon,50.2,49.8,Moxie,45,10240,95,135,80,110,80,100,Salamence is an unusual Pokémon in that it was able to evolve a body with wings just by constantly wishing to be able to fly.,Normal,430,70,Fluctuating,"[100, 200, 100, 100, 50, 100, 50, 100, 50, 200, 100, 100, 200, 100, 100, 100, 100, 100]"
Beldum,#374,https://assets.pokemon.com/assets/cms2/img/pokedex/full/374.png,"Beldum keeps itself floating by generating a magnetic force that repels earth's natural magnetism. When it sleeps, this Pokémon anchors itself to a cliff using the hooks on its rear.","Instead of blood, a powerful magnetic force courses throughout Beldum's body. This Pokémon communicates with others by sending controlled pulses of magnetism.","2' 00""",Iron Ball,209.9 lbs,"['Steel', 'Psychic']","['Fire', 'Ground', 'Ghost', 'Dark']","['#374', '#375', '#376']",['Clear Body'],1,40 ,Mineral ,,,60,Iron Ball Pokémon,,,Light Metal,3,10240,40,55,80,35,60,30,"From its rear, Beldum emits a magnetic force that rapidly pulls opponents in. They get skewered on Beldum’s sharp claws.",Normal,400,70,Medium Slow,"[100, 200, 50, 50, 25, 200, 50, 100, 100, 200, 200, 100, 100, 100, 100, 100, 100, 50]"
Metang,#375,https://assets.pokemon.com/assets/cms2/img/pokedex/full/375.png,"When two Beldum fuse together, Metang is formed. The brains of the Beldum are joined by a magnetic nervous system. This Pokémon turns its arms to the rear for traveling at high speed.","When two Beldum fuse together, Metang is formed. The brains of the Beldum are joined by a magnetic nervous system. By linking its brains magnetically, this Pokémon generates strong psychokinetic power.","3' 11""",Iron Claw,446.4 lbs,"['Steel', 'Psychic']","['Fire', 'Ground', 'Ghost', 'Dark']","['#374', '#375', '#376']",['Clear Body'],1,40 ,Mineral ,#374,(Level 20),147,Iron Claw Pokémon,,,Light Metal,3,10240,60,75,100,55,80,50,"Two Beldum have become stuck together via their own magnetic forces. With two brains, the resulting Metang has doubled psychic powers.",Normal,302,70,Fluctuating,"[100, 100, 100, 100, 50, 100, 50, 50, 200, 100, 200, 50, 100, 100, 100, 100, 100, 50]"
Metagross,#376,https://assets.pokemon.com/assets/cms2/img/pokedex/full/376.png,"Metagross is the result of two Metang achieving fusion. When hunting, this Pokémon pins the prey to the ground under its massive body. It then eats the helpless victim using the large mouth on its stomach.","Metagross has four brains in total. Combined, the four brains can breeze through difficult calculations faster than a supercomputer. This Pokémon can float in the air by tucking in its four legs.","5' 03""",Iron Leg,1212.5 lbs,"['Steel', 'Psychic']","['Fire', 'Ground', 'Ghost', 'Dark']","['#374', '#375', '#376']",['Clear Body'],1,40 ,Mineral ,#375,(Level 45),270,Iron Leg Pokémon,,,Light Metal,3,10240,80,135,130,95,90,70,"Because the magnetic powers of these Pokémon get stronger in freezing temperatures, Metagross living on snowy mountains are full of energy.",Normal,467,70,Fluctuating,"[100, 100, 100, 100, 50, 100, 50, 50, 200, 100, 200, 50, 100, 100, 100, 100, 100, 50]"
Regirock,#377,https://assets.pokemon.com/assets/cms2/img/pokedex/full/377.png,"Regirock's body is composed entirely of rocks. Recently, a study made the startling discovery that the rocks were all unearthed from different locations.","Regirock was sealed away by people long ago. If this Pokémon's body is damaged in battle, it is said to seek out suitable rocks on its own to repair itself.","5' 07""",Rock Peak,507.1 lbs,['Rock'],"['Fighting', 'Grass', 'Ground', 'Steel', 'Water']",['#377'],['Clear Body'],1,80 ,Undiscovered ,,,261,Rock Peak Pokémon,,,Sturdy,3,20480,80,100,200,50,100,50,"Every bit of Regirock’s body is made of stone. As parts of its body erode, this Pokémon sticks rocks to itself to repair what’s been lost.",Normal,305,35,Slow,"[100, 50, 50, 200, 200, 50, 200, 100, 100, 100, 0, 200, 100, 50, 100, 50, 50, 200]"
Regice,#378,https://assets.pokemon.com/assets/cms2/img/pokedex/full/378.png,"Regice cloaks itself with frigid air of -328 degrees Fahrenheit. Things will freeze solid just by going near this Pokémon. Its icy body is so cold, it will not melt even if it is immersed in magma.","Regice's body was made during an ice age. The deep-frozen body can't be melted, even by fire. This Pokémon controls frigid air of -328 degrees Fahrenheit.","5' 11""",Iceberg,385.8 lbs,['Ice'],"['Fire', 'Fighting', 'Rock', 'Steel']",['#378'],['Clear Body'],1,80 ,Undiscovered ,,,261,Iceberg Pokémon,,,Ice Body,3,20480,80,50,100,100,200,50,"With cold air that can reach temperatures as low as −328 degrees Fahrenheit, Regice instantly freezes any creature that approaches it.",Normal,460,35,Slow,"[100, 50, 50, 200, 200, 50, 200, 100, 100, 100, 0, 200, 100, 50, 100, 50, 50, 200]"
Registeel,#379,https://assets.pokemon.com/assets/cms2/img/pokedex/full/379.png,Registeel was imprisoned by people in ancient times. The metal composing its body is thought to be a curious substance that is not of this earth.,Registeel has a body that is harder than any kind of metal. Its body is apparently hollow. No one has any idea what this Pokémon eats.,"6' 03""",Iron,451.9 lbs,['Steel'],"['Fighting', 'Fire', 'Ground']",['#379'],['Clear Body'],1,80 ,Undiscovered ,,,261,Iron Pokémon,,,Light Metal,3,20480,80,75,150,75,150,50,Registeel’s body is made of a strange material that is flexible enough to stretch and shrink but also more durable than any metal.,Normal,560,35,Slow,"[100, 50, 50, 200, 200, 50, 200, 100, 100, 100, 0, 200, 100, 50, 100, 50, 50, 200]"
Latias,#380,https://assets.pokemon.com/assets/cms2/img/pokedex/full/380.png,Latias is highly intelligent and capable of understanding human speech. It is covered with a glass-like down. The Pokémon enfolds its body with its down and refracts light to alter its appearance.,"Latias is highly sensitive to the emotions of people. If it senses any hostility, this Pokémon ruffles the feathers all over its body and cries shrilly to intimidate the foe.","4' 07""",Eon,88.2 lbs,"['Dragon', 'Psychic']","['Bug', 'Dark', 'Dragon', 'Ghost', 'Ice', 'Fairy']",['#380'],['Levitate'],0,120 ,Undiscovered ,,,270,Eon Pokémon,0,100,,3,30720,80,80,90,110,130,110,"Latias is highly sensitive to the emotions of people. If it senses any hostility, this Pokémon ruffles the feathers all over its body and cries shrilly to intimidate the foe.",Normal,400,70,Fluctuating,"[100, 50, 50, 200, 200, 50, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 50, 100]"
Latios,#381,https://assets.pokemon.com/assets/cms2/img/pokedex/full/381.png,Latios will only open its heart to a Trainer with a compassionate spirit. This Pokémon can fly faster than a jet plane by folding its forelegs to minimize air resistance.,Latios has the ability to make others see an image of what it has seen or imagines in its head. This Pokémon is intelligent and understands human speech.,"6' 07""",Eon,132.3 lbs,"['Dragon', 'Psychic']","['Bug', 'Dark', 'Dragon', 'Ghost', 'Ice', 'Fairy']",['#381'],['Levitate'],0,120 ,Undiscovered ,,,270,Eon Pokémon,100,0,,3,30720,80,90,80,130,110,110,Latios has the ability to make others see an image of what it has seen or imagines in its head. This Pokémon is intelligent and understands human speech.,Normal,500,70,Fluctuating,"[100, 50, 50, 200, 200, 50, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 50, 100]"
Kyogre,#382,https://assets.pokemon.com/assets/cms2/img/pokedex/full/382.png,"Kyogre is said to be the personification of the sea itself. Legends tell of its many clashes against Groudon, as each sought to gain the power of nature.","Through Primal Reversion and with nature's full power, it will take back its true form. It can summon storms that cause the sea levels to rise.","14' 09""",Sea Basin,776.0 lbs,['Water'],"['Electric', 'Grass']",['#382'],['Drizzle'],1,120 ,Undiscovered ,,,302,Sea Basin Pokémon,,,,3,30720,100,100,90,150,140,90,"Through Primal Reversion and with nature’s full power, it will take back its true form. It can summon storms that cause the sea levels to rise.",Normal,305,70,Medium Fast,"[100, 50, 400, 0, 100, 100, 100, 50, 200, 100, 100, 50, 100, 100, 100, 100, 50, 50]"
Groudon,#383,https://assets.pokemon.com/assets/cms2/img/pokedex/full/383.png,"Through Primal Reversion and with nature's full power, it will take back its true form. It can cause magma to erupt and expand the landmass of the world.","Groudon is said to be the personification of the land itself. Legends tell of its many clashes against Kyogre, as each sought to gain the power of nature.","11' 06""",Continent,2094.4 lbs,['Ground'],"['Grass', 'Ice', 'Water']",['#383'],['Drought'],1,120 ,Undiscovered ,,,302,Continent Pokémon,,,,3,30720,100,150,140,100,90,90,"Groudon is said to be the personification of the land itself. Legends tell of its many clashes against Kyogre, as each sought to gain the power of nature.",Normal,460,70,Medium Fast,"[100, 50, 400, 0, 100, 100, 100, 50, 200, 100, 100, 50, 100, 100, 100, 100, 50, 50]"
Rayquaza,#384,https://assets.pokemon.com/assets/cms2/img/pokedex/full/384.png,"It flies forever through the ozone layer, consuming meteoroids for sustenance. The many meteoroids in its body provide the energy it needs to Mega Evolve.",Rayquaza is said to have lived for hundreds of millions of years. Legends remain of how it put to rest the clash between Kyogre and Groudon.,"23' 00""",Sky High,455.2 lbs,"['Dragon', 'Flying']","['Ice', 'Dragon', 'Rock', 'Fairy']",['#384'],['Air Lock'],1,120 ,Undiscovered ,,,306,Sky High Pokémon,,,,45,30720,105,150,90,150,90,95,Rayquaza is said to have lived for hundreds of millions of years. Legends remain of how it put to rest the clash between Kyogre and Groudon.,Normal,560,70,Medium Fast,"[100, 50, 300, 0, 100, 100, 100, 50, 150, 100, 100, 50, 100, 100, 100, 100, 50, 50]"
Jirachi,#385,https://assets.pokemon.com/assets/cms2/img/pokedex/full/385.png,Jirachi will awaken from its sleep of a thousand years if you sing to it in a voice of purity. It is said to make true any wish that people desire.,"A legend states that Jirachi will make true any wish that is written on notes attached to its head when it awakens. If this Pokémon senses danger, it will fight without awakening.","1' 00""",Wish,2.4 lbs,"['Steel', 'Psychic']","['Fire', 'Ground', 'Ghost', 'Dark']",['#385'],['Serene Grace'],1,120 ,Undiscovered ,,,270,Wish Pokémon,,,,3,30720,100,100,100,100,100,100,"A legend states that Jirachi will make true any wish that is written on notes attached to its head when it awakens. If this Pokémon senses danger, it will fight without awakening.",Normal,470,70,Medium Fast,"[100, 50, 200, 100, 50, 50, 100, 100, 200, 100, 100, 50, 200, 100, 100, 100, 50, 50]"
Deoxys,#386,https://assets.pokemon.com/assets/cms2/img/pokedex/full/386.png,Deoxys emerged from a virus that came from space. It is highly intelligent and wields psychokinetic powers. This Pokémon shoots lasers from the crystalline organ on its chest.,The DNA of a space virus underwent a sudden mutation upon exposure to a laser beam and resulted in Deoxys. The crystalline organ on this Pokémon's chest appears to be its brain.,"5' 07""",DNA,134.0 lbs,['Psychic'],"['Bug', 'Dark', 'Ghost']",['#386'],['Pressure'],1,120 ,Undiscovered ,,,270,DNA Pokémon,,,,3,30720,50,150,50,150,50,150,The DNA of a space virus underwent a sudden mutation upon exposure to a laser beam and resulted in Deoxys. The crystalline organ on this Pokémon’s chest appears to be its brain.,Normal,330,70,Fast,"[100, 50, 100, 100, 100, 50, 50, 100, 100, 100, 50, 200, 100, 200, 100, 200, 100, 100]"
Turtwig,#387,https://assets.pokemon.com/assets/cms2/img/pokedex/full/387.png,"It undertakes photosynthesis with its body, making oxygen. The leaf on its head wilts if it is thirsty.",Photosynthesis occurs across its body under the sun. The shell on its back is actually hardened soil.,"1' 04""",Tiny Leaf,22.5 lbs,['Grass'],"['Bug', 'Fire', 'Flying', 'Ice', 'Poison']","['#387', '#388', '#389']",['Overgrow'],0,20 ,"Grass, Monster ",,,64,Tiny Leaf Pokémon,88.1,11.9,Shell Armor,45,5120,55,68,64,45,55,31,Photosynthesis occurs across its body under the sun. The shell on its back is actually hardened soil.,Normal,470,70,Fast,"[100, 50, 100, 100, 100, 50, 50, 100, 100, 100, 50, 200, 100, 200, 100, 200, 100, 100]"
